,Unnamed: 0,id,fighter_name,total_wins,total_losses,total_draws,total_nc,height,weight,reach,stance,dob,slpm,str_acc,sapm,str_def,td_avg,td_acc,td_def,td_acc.1,sub_avg
1246,1247,9cdd2da1a9104a0b,Macy Chiasson,7,1,0,0,"5'11""",135,"72""",Orthodox,7/27/1991,4.4,53%,2.22,44%,0.97,16%,70%,16%,0.7
1247,1248,69f01b25dfabaf6b,Mads Burnell,9,3,0,0,"5'8""",145,"69""",Orthodox,3/06/1994,1.28,41%,2.71,51%,3.45,47%,22%,47%,0.4
1248,1249,0e21976afc92e4d1,Magnus Cedenblad,14,5,0,0,"6'5""",185,"79""",Orthodox,4/10/1982,2.38,51%,3.02,40%,2.87,64%,66%,64%,1.0
1249,1250,d802174b0c0c1f4e,Magomed Ankalaev,15,1,0,0,"6'3""",205,"75""",Orthodox,6/02/1992,3.41,53%,1.78,65%,1.18,33%,85%,33%,0.0
1250,1251,31d7446b184e3305,Magomed Mustafaev,14,4,0,0,"5'8""",155,"71""",Orthodox,8/02/1988,2.59,58%,2.68,41%,3.31,50%,23%,50%,0.4
1251,1252,2fee10d5cf86bfca,Maia Stevenson,6,5,0,0,"5'4""",115,"62""",Orthodox,3/19/1982,1.57,54%,3.13,33%,3.91,100%,50%,100%,0.0
1253,1254,8f5c8850b2484173,Mairbek Taisumov,27,6,0,0,"5'9""",155,"73""",Orthodox,8/08/1988,2.98,39%,3.03,64%,1.34,63%,88%,63%,0.0
1254,1255,ea7e5bc78d9de658,Makhmud Muradov,25,6,0,0,"6'2""",185,"75""",Orthodox,2/08/1990,5.32,42%,2.92,64%,0.36,16%,100%,16%,0.4
1255,1256,c549573c0df4d676,Maki Pitolo,13,8,0,0,"5'10""",185,"75""",Orthodox,11/24/1990,4.2,44%,3.71,56%,2.42,52%,55%,52%,0.5
1256,1257,87a1dc546b1c5caf,Makwan Amirkhani,16,5,0,0,"5'10""",145,"72""",Southpaw,11/08/1988,1.42,44%,2.63,51%,3.37,37%,57%,37%,1.4
1257,1258,dee294e9717012c2,Malcolm Gordon,12,5,0,0,"5'7""",125,"71""",Switch,5/19/1990,0.55,13%,3.87,54%,0.0,0%,0%,0%,0.0
1258,1259,19b7738321cfae42,Mallory Martin,7,4,0,0,"5'4""",115,"63""",Orthodox,1/29/1994,3.99,59%,5.53,58%,3.37,63%,25%,63%,0.5
1259,1260,5d1b7e3dd9e11074,Manel Kape,15,6,0,0,"5'5""",125,"68""",Southpaw,11/14/1993,3.67,45%,4.3,48%,1.0,28%,80%,28%,0.0
1260,1261,2dc1bc1a02961656,Manny Bermudez,14,2,0,0,"5'10""",145,"71""",Orthodox,7/16/1994,2.92,61%,2.68,46%,3.06,54%,0%,54%,3.1
1263,1264,cc6f9d1e89f3449a,Manvel Gamburyan,15,10,0,1,"5'5""",135,"67""",Orthodox,5/08/1981,2.13,41%,2.83,55%,3.26,34%,69%,34%,0.7
1264,1265,82cbb809d5ee565c,Mara Romero Borella,12,9,0,2,"5'6""",125,"69""",Orthodox,6/03/1986,2.54,37%,2.48,71%,1.83,44%,66%,44%,0.2
1265,1266,32c355b04fc57f3a,Marc Diakiese,14,4,0,0,"5'10""",155,"73""",Orthodox,3/16/1993,3.08,39%,2.79,54%,2.16,36%,62%,36%,0.0
1266,1267,8e9eb3fc86db0f7d,Marc-Andre Barriault,11,4,0,1,"6'1""",185,"74""",Orthodox,2/18/1990,4.25,46%,4.12,57%,0.55,28%,69%,28%,0.0
1267,1268,d761b3766e38c5db,Marcel Fortuna,9,3,0,0,"6'1""",205,"74""",Orthodox,10/22/1985,3.83,46%,4.52,64%,0.45,8%,75%,8%,0.5
1269,1270,ac29d508d78384c9,Marcelo Golm,6,3,0,0,"6'3""",249,"75""",Orthodox,9/15/1992,4.27,58%,4.3,45%,0.45,50%,87%,50%,0.5
1270,1271,0c9c0a43d3f3f49d,Marcelo Guimaraes,9,2,1,0,"6'0""",185,"73""",Orthodox,6/25/1983,4.67,51%,4.41,62%,1.99,13%,0%,13%,0.0
1272,1273,2804ce8dadab5770,Marcelo Rojo,16,8,0,0,"5'8""",145,"71""",Orthodox,7/02/1988,5.1,36%,7.3,51%,1.03,50%,100%,50%,0.0
1274,1275,bf43fed8f29e1671,Marcin Held,23,7,0,0,"5'9""",155,"71""",Orthodox,1/18/1992,1.41,34%,2.02,47%,2.46,46%,37%,46%,1.3
1275,1276,6370c1c1e12723d5,Marcin Prachnio,14,5,0,0,"6'3""",205,"74""",Orthodox,7/14/1988,5.4,47%,3.71,58%,0.0,0%,0%,0%,0.0
1276,1277,c9cf753cfdf77fc2,Marcin Tybura,21,6,0,0,"6'3""",249,"78""",Orthodox,11/09/1985,3.7,50%,3.25,56%,1.62,45%,82%,45%,0.1
1277,1278,d53482bef23235ba,Marcio Alexandre Junior,17,4,0,0,"6'0""",185,"75""",Southpaw,5/05/1989,1.61,45%,2.89,42%,0.35,20%,66%,20%,0.7
1279,1280,ec71a892fada28c7,Marco Beltran,8,6,0,0,"5'8""",125,"69""",Orthodox,5/18/1986,2.07,37%,1.93,63%,0.7,50%,46%,50%,0.2
1280,1281,edd02825c29028fe,Marco Polo Reyes,8,7,0,0,"5'11""",155,"71""",Orthodox,11/07/1984,6.0,37%,5.52,59%,0.0,0%,46%,0%,0.0
1282,1283,72e5e5a6edfa8223,Marcos Mariano,6,6,0,0,"6'1""",155,"76""",Switch,10/12/1986,0.25,27%,2.11,43%,0.0,0%,28%,0%,0.0
1283,1284,ab943cd2c3c17825,Marcos Rogerio de Lima,17,8,1,0,"6'1""",253,"75""",Orthodox,6/25/1985,3.78,54%,2.53,54%,0.71,60%,43%,60%,0.7
1285,1286,04643fd03d9159cc,Marcus Aurelio,22,10,0,0,"5'10""",155,"74""",Orthodox,8/18/1973,1.42,33%,2.27,59%,1.69,27%,27%,27%,1.3
1287,1288,81801f57bd0a7c41,Marcus Brimage,7,7,0,0,"5'4""",135,"71""",Southpaw,4/06/1985,3.97,35%,3.64,56%,0.56,100%,80%,100%,0.0
1288,1289,b7d524c77c27389b,Marcus Davis,22,11,0,1,"5'10""",170,"70""",Southpaw,8/24/1973,2.72,39%,2.79,65%,1.6,48%,47%,48%,1.4
1290,1291,182f2b78582de3d8,Marcus LeVesseur,22,7,0,0,"5'9""",155,"70""",Southpaw,7/17/1982,2.55,64%,3.7,37%,3.89,36%,83%,36%,0.6
1292,1293,cd2c4d30c6e13b47,Marina Rodriguez,13,1,2,0,"5'6""",115,"65""",Orthodox,4/29/1987,4.86,50%,3.16,53%,0.36,33%,59%,33%,0.2
1293,1294,bc711b6dd95c1af6,Mario Bautista,8,2,0,0,"5'9""",135,"69""",Switch,7/01/1993,5.71,45%,4.78,54%,0.48,33%,70%,33%,0.0
1294,1295,df2bf09c99594848,Mario Miranda,14,7,0,0,"6'3""",185,"74""",Orthodox,7/12/1979,1.96,54%,2.46,36%,1.02,60%,54%,60%,0.0
1296,1297,c7d297714d9ab1a4,Marion Reneau,9,6,1,0,"5'6""",135,"68""",Orthodox,6/20/1977,3.42,41%,3.37,60%,0.52,71%,51%,71%,0.9
1297,1298,a08ddd04eaffd81d,Mariya Agapova,9,2,0,0,"5'6""",125,"68""",Southpaw,4/07/1997,3.7,50%,4.15,47%,1.23,66%,33%,66%,0.6
1298,1299,cf9d24e4bd0cf2ce,Mark Bocek,12,5,0,0,"5'8""",155,"75""",Orthodox,10/24/1981,2.34,43%,2.32,60%,3.65,36%,31%,36%,1.3
1299,1300,21b8a0f5c231096f,Mark Coleman,16,10,0,0,"6'1""",205,"75""",Orthodox,12/20/1964,1.88,52%,2.62,40%,3.89,40%,50%,40%,0.8
1300,1301,f57dd0bfa8c17813,Mark De La Rosa,11,5,0,0,"5'6""",135,"65""",Orthodox,8/31/1994,3.13,35%,5.0,48%,0.54,13%,40%,13%,0.2
1301,1302,40ff198adda94b9f,Mark Eddiva,6,3,0,0,"5'8""",145,"68""",Orthodox,2/16/1986,3.37,45%,2.98,54%,1.45,22%,63%,22%,0.0
1302,1303,ad56b3f00ca38dfd,Mark Godbeer,13,4,0,0,"6'4""",240,"77""",Orthodox,11/22/1983,3.97,53%,3.3,54%,0.0,0%,28%,0%,0.0
1305,1306,0a97691039c4bbfb,Mark Hominick,20,12,0,0,"5'8""",145,"68""",Orthodox,7/22/1982,4.08,42%,4.18,69%,0.25,66%,71%,66%,0.9
1307,1308,eef9b891edbd4604,Mark Hunt,13,14,1,1,"5'10""",265,"72""",Orthodox,3/23/1974,2.81,43%,2.9,51%,0.51,55%,64%,55%,0.2
1309,1310,da0995f19b749cfa,Mark Madsen,10,0,0,0,"5'8""",155,"72""",Orthodox,9/23/1984,2.28,42%,2.53,46%,8.33,64%,0%,64%,0.0
1310,1311,179f1948dc234f1f,Mark Munoz,14,6,0,0,"6'0""",185,"71""",Orthodox,2/09/1978,3.12,51%,2.26,57%,3.17,29%,57%,29%,0.6
1314,1315,ef1182eb28c17d4e,Mark Striegl,18,3,0,1,"5'8""",135,"70""",Southpaw,6/23/1988,3.53,42%,21.18,25%,0.0,0%,0%,0%,0.0
1316,1317,2ac4628c08ec5125,Markus Perez,12,5,0,0,"6'1""",185,"73""",Orthodox,6/22/1988,2.6,47%,3.72,52%,0.81,25%,77%,25%,1.0
1317,1318,fea79f9bc8c68769,Marlon Moraes,23,8,1,0,"5'6""",135,"67""",Orthodox,4/26/1988,3.38,39%,4.11,56%,1.0,41%,66%,41%,0.4
1318,1319,7c7332319c14094c,Marlon Vera,16,7,1,0,"5'8""",135,"70""",Switch,12/02/1992,3.65,49%,3.95,52%,0.78,37%,70%,37%,1.1
1319,1320,9c44f290f5726d95,Martin Bravo,11,3,0,0,"5'8""",145,"71""",Southpaw,9/21/1993,7.66,39%,5.72,51%,2.6,35%,85%,35%,0.0
1320,1321,ea3dcc417c322064,Martin Day,8,6,0,0,"5'10""",145,"73""",Orthodox,11/10/1988,3.97,45%,3.79,53%,0.72,60%,65%,60%,0.5
1321,1322,8b69839f3555a67b,Martin Kampmann,20,7,0,0,"6'0""",170,"72""",Orthodox,4/17/1982,3.22,42%,3.28,62%,1.86,41%,78%,41%,2.0
1322,1323,05866d8c3a321856,Marvin Eastman,18,15,1,0,"5'9""",185,"73""",Orthodox,6/08/1971,2.21,35%,3.92,42%,1.38,33%,81%,33%,0.0
1323,1324,7acbb0972e75281a,Marvin Vettori,16,4,1,0,"6'0""",185,"74""",Southpaw,9/20/1993,4.78,45%,3.19,66%,1.33,45%,78%,45%,0.8
1324,1325,b4192a975027aab6,Maryna Moroz,10,3,0,0,"5'7""",125,"67""",Orthodox,9/08/1991,4.09,31%,4.15,53%,0.56,18%,47%,18%,0.4
1325,1326,f3a078277b3b8ff4,Masanori Kanehara,26,12,5,0,"5'7""",135,"67""",Orthodox,11/19/1982,1.88,49%,1.63,62%,1.44,50%,63%,50%,0.9
1326,1327,4638cc6479cc0afe,Masio Fullen,11,7,0,0,"5'10""",145,"70""",Orthodox,10/06/1986,2.46,32%,3.5,54%,0.47,33%,69%,33%,0.0
1329,1330,72db2a14ffa73ece,Mateusz Gamrot,17,1,0,1,"5'10""",155,"70""",Southpaw,12/11/1990,3.47,41%,2.47,56%,5.0,31%,100%,31%,0.0
1330,1331,1a31ef98efce7a79,Matheus Nicolau,16,3,1,0,"5'6""",125,"66""",Orthodox,1/06/1993,3.79,52%,2.83,67%,1.93,44%,100%,44%,1.4
1333,1334,de62052b2ede65ba,Matt Arroyo,3,3,0,0,"5'10""",170,"72""",Orthodox,9/01/1982,1.62,47%,2.01,58%,2.12,36%,100%,36%,5.3
1334,1335,0b8d512c79b4baf3,Matt Bessette,22,9,0,1,"5'10""",145,"70""",Orthodox,12/28/1984,4.36,41%,4.45,58%,0.64,28%,61%,28%,0.3
1335,1336,31123249b0bbf52e,Matt Brown,24,18,0,0,"6'0""",170,"75""",Orthodox,1/10/1981,3.69,54%,2.67,55%,1.56,44%,63%,44%,1.4
1336,1337,8f0d576beba1cfcd,Matt Dwyer,9,4,0,0,"6'4""",170,"76""",Orthodox,12/17/1989,2.57,34%,3.24,54%,0.44,10%,60%,10%,0.0
1337,1338,dccb63727f2f5f74,Matt Frevola,8,2,1,0,"5'9""",155,"71""",Orthodox,6/11/1990,2.73,37%,3.44,58%,2.59,37%,40%,37%,1.1
1338,1339,bfc2fc38a0e20211,Matt Grice,15,5,0,0,"5'8""",145,"70""",Orthodox,7/29/1981,4.09,53%,2.69,56%,2.19,37%,82%,37%,0.5
1339,1340,98b80a717b9bda17,Matt Hamill,12,8,0,0,"6'1""",205,"76""",Orthodox,10/05/1976,3.69,42%,3.8,61%,3.0,34%,91%,34%,0.0
1340,1341,b57edace7b647f07,Matt Hobar,9,3,0,0,"5'10""",135,"70""",Southpaw,1/07/1987,3.23,42%,4.27,52%,3.66,44%,50%,44%,0.0
1342,1343,621a6c59f88a44fe,Matt Hughes,45,9,0,0,"5'9""",170,"73""",Switch,10/13/1973,2.14,53%,1.36,53%,2.95,50%,35%,50%,1.2
1343,1344,0e041d43a47d2e4b,Matt Lindland,22,9,0,0,"6'0""",185,"74""",Southpaw,5/17/1970,2.62,50%,1.56,52%,3.01,48%,60%,48%,1.3
1344,1345,ba280572acfba13f,Matt Mitrione,12,5,0,0,"6'3""",265,"82""",Switch,7/15/1978,3.55,50%,2.79,64%,0.0,0%,55%,0%,0.7
1345,1346,5b8ba8f5512893b1,Matt Sayles,8,3,0,0,"5'7""",145,"68""",Orthodox,2/21/1994,5.44,42%,3.13,61%,0.0,0%,81%,0%,0.4
1346,1347,67c1d46f4ed16f9e,Matt Schnell,15,5,0,0,"5'8""",125,"70""",Orthodox,1/15/1990,4.2,36%,4.02,62%,0.48,33%,53%,33%,1.2
1347,1348,86dfed7cc24a9fa7,Matt Serra,11,7,0,0,"5'6""",170,"68""",Orthodox,6/02/1974,1.98,39%,2.64,46%,2.05,20%,38%,20%,0.9
1349,1350,eb29176b03dfa888,Matt Wiman,16,10,0,0,"5'10""",155,"68""",Orthodox,9/19/1983,3.17,50%,3.57,51%,2.13,37%,56%,37%,1.5
1350,1351,2fc7e9701642ca38,Matthew Lopez,10,4,0,0,"5'7""",135,"69""",Southpaw,1/21/1987,3.13,50%,3.73,55%,3.32,60%,71%,60%,1.3
1351,1352,d023ae89a2a4a41e,Matthew Riddle,8,3,0,2,"6'1""",170,"76""",Southpaw,1/14/1986,3.01,42%,2.74,54%,3.51,50%,89%,50%,0.5
1352,1353,4aa58269d0664b5b,Matthew Semelsberger,8,2,0,0,"6'1""",170,"75""",Switch,11/23/1992,7.93,50%,5.31,56%,1.97,100%,100%,100%,1.0
1353,1354,068f8a189a47fea6,Maurice Greene,9,6,0,0,"6'7""",258,"80""",Orthodox,7/05/1986,4.12,44%,4.37,45%,0.0,0%,28%,0%,0.6
1355,1356,140745cbbcb023ac,Mauricio Rua,27,12,1,0,"6'1""",205,"76""",Orthodox,11/25/1981,3.57,50%,2.71,54%,2.12,48%,47%,48%,0.8
1356,1357,b0d6a1d8ac3d563d,Max Griffin,16,8,0,0,"5'11""",170,"76""",Orthodox,11/29/1985,4.08,48%,3.91,56%,1.73,53%,66%,53%,0.5
1357,1358,150ff4cc642270b9,Max Holloway,22,6,0,0,"5'11""",145,"69""",Orthodox,12/04/1991,7.26,46%,4.58,60%,0.21,71%,84%,71%,0.3
1358,1359,59a27d2e6d0802ac,Max Rohskopf,5,1,0,0,"6'1""",155,"71""",Orthodox,9/27/1994,1.7,31%,5.8,42%,3.0,33%,0%,33%,1.5
1359,1360,950d0ef5c17157c5,Maxim Grishin,31,9,2,0,"6'3""",220,"78""",Orthodox,5/02/1984,2.95,44%,2.33,56%,0.38,33%,66%,33%,0.0
1360,1361,4a1329cc8eb0928a,Maximo Blanco,12,8,1,1,"5'8""",145,"71""",Orthodox,10/16/1983,4.11,44%,3.19,66%,1.85,36%,63%,36%,0.3
1361,1362,6a740daf1b279661,Maycee Barber,8,2,0,0,"5'5""",125,"65""",Switch,5/18/1998,5.21,52%,3.0,50%,1.44,40%,80%,40%,0.2
1362,1363,cc8c623cca88f54f,Mayra Bueno Silva,7,1,1,0,"5'6""",135,"66""",Orthodox,8/22/1991,4.06,57%,4.89,47%,0.0,0%,73%,0%,1.6
1363,1364,a0e75f4a13eb73f1,Megan Anderson,11,5,0,0,"6'0""",145,"72""",Orthodox,2/11/1990,1.76,46%,3.35,37%,0.52,25%,53%,25%,0.5
1366,1367,ccd1299e0345e0ce,Melvin Guillard,32,18,2,3,"5'9""",155,"71""",Orthodox,3/30/1983,2.96,40%,1.85,66%,1.3,63%,61%,63%,0.2
1367,1368,c03520b5c88ed6b4,Merab Dvalishvili,12,4,0,0,"5'6""",135,"68""",Orthodox,1/10/1991,3.91,39%,2.08,61%,7.71,43%,80%,43%,0.3
1368,1369,2b93ebd9f5417ad2,Michael Bisping,30,9,0,0,"6'1""",185,"75""",Orthodox,2/28/1979,4.33,38%,2.71,65%,1.05,43%,63%,43%,0.3
1369,1370,4b93a88f3b1de35b,Michael Chandler,22,5,0,0,"5'8""",155,"71""",Orthodox,4/24/1986,4.29,49%,3.76,52%,2.37,41%,80%,41%,1.4
1370,1371,c58f51dedb310998,Michael Chiesa,18,4,0,0,"6'1""",170,"75""",Southpaw,12/07/1987,1.89,40%,1.71,54%,3.6,52%,68%,52%,0.9
1371,1372,3f1d23b01c552a13,Michael Graves,6,0,1,0,"5'10""",170,"71""",Orthodox,1/08/1991,1.25,54%,1.47,58%,4.8,52%,66%,52%,0.4
1372,1373,511e82663651438d,Michael Johnson,20,17,0,0,"5'10""",155,"73""",Southpaw,6/04/1986,4.21,38%,3.82,58%,0.49,45%,77%,45%,0.1
1373,1374,b7f38813485745da,Michael Kuiper,15,5,0,0,"6'0""",185,"73""",Orthodox,6/07/1989,3.28,54%,3.62,54%,2.3,55%,79%,55%,0.0
1375,1376,d0314416a7f26527,Michael McDonald,17,4,0,0,"5'9""",135,"70""",Orthodox,1/15/1991,2.69,42%,2.76,57%,1.09,66%,52%,66%,1.4
1377,1378,5bf31a46becc1204,Michael Trizano,9,1,0,0,"5'11""",155,"71""",Orthodox,12/31/1991,3.02,53%,2.11,63%,0.4,50%,80%,50%,0.8
1378,1379,0d65c432720accb9,Michal Oleksiejczuk,14,4,0,1,"6'0""",205,"74""",Southpaw,2/22/1995,4.83,56%,2.91,69%,1.05,66%,35%,66%,0.0
1380,1381,595db60957de51d3,Michel Pereira,25,11,0,2,"6'1""",170,"73""",Orthodox,10/06/1993,3.74,54%,2.84,58%,1.76,70%,100%,70%,0.5
1381,1382,e51fcd9cd84c0b93,Michel Prazeres,26,3,0,0,"5'6""",170,"67""",Orthodox,7/25/1981,2.44,47%,2.49,58%,4.11,36%,50%,36%,0.6
1382,1383,5e84a859c6a82288,Michel Quinones,8,3,0,0,"5'10""",155,"73""",Orthodox,12/22/1984,2.91,29%,5.98,48%,0.0,0%,36%,0%,0.0
1383,1384,eb04b9d31e938edb,Michelle Waterson,18,8,0,0,"5'3""",115,"62""",Orthodox,1/06/1986,3.58,49%,4.0,49%,1.52,34%,67%,34%,0.9
1384,1385,9f842be1a5337be6,Michihiro Omigawa,17,14,1,0,"5'6""",145,"68""",Orthodox,12/19/1975,2.01,39%,3.06,64%,1.19,36%,49%,36%,1.5
1385,1386,64788ee44b062ded,Michinori Tanaka,11,3,0,0,"5'5""",135,"67""",Orthodox,10/04/1990,1.97,37%,1.99,50%,2.4,38%,43%,38%,0.2
1386,1387,c575ab451e3c5b1d,Mickael Lebout,16,7,1,1,"5'11""",155,"73""",Orthodox,8/16/1987,2.6,34%,2.98,54%,0.0,0%,60%,0%,0.0
1387,1388,9e50097a89442158,Mickey Gall,6,3,0,0,"6'2""",170,"74""",Switch,1/22/1992,2.55,46%,3.65,42%,1.15,26%,40%,26%,2.1
1388,1389,b96619b3acd7d9da,Miesha Tate,18,7,0,0,"5'6""",135,"66""",Orthodox,8/18/1986,1.93,41%,2.71,50%,2.06,31%,52%,31%,1.6
1389,1390,82d4c957649faf9b,Miguel Baeza,10,0,0,0,"6'2""",170,"74""",Orthodox,8/23/1992,4.64,55%,3.89,50%,0.8,40%,100%,40%,1.2
1390,1391,33b2f68ef95252e0,Miguel Torres,44,9,0,0,"5'9""",135,"76""",Orthodox,1/18/1981,3.98,43%,1.86,74%,0.0,0%,17%,0%,1.6
1391,1392,e0b74df14f52cd15,Mike Brown,26,9,0,0,"5'6""",145,"70""",Orthodox,9/08/1975,2.98,44%,2.45,60%,3.23,40%,66%,40%,0.6
1393,1394,fb3e61720be4690c,Mike Davis,9,2,0,0,"6'0""",145,"72""",Orthodox,10/07/1992,6.24,53%,6.76,57%,1.39,33%,69%,33%,0.0
1394,1395,bc7230f231701d66,Mike Easton,13,6,0,0,"5'6""",135,"70""",Southpaw,1/25/1984,3.51,37%,4.28,61%,0.75,22%,66%,22%,0.0
1395,1396,56fcb2c4d99f9d1b,Mike Grundy,12,2,0,0,"5'7""",145,"72""",Orthodox,1/03/1987,2.15,43%,4.09,58%,4.25,38%,100%,38%,0.6
1396,1397,eaea0fc7b76525a8,Mike Guymon,15,6,1,0,"6'0""",170,"74""",Orthodox,9/17/1974,2.75,65%,0.79,66%,1.87,37%,54%,37%,1.2
1398,1399,56b8b24f65f9f057,Mike Kyle,22,14,1,2,"6'4""",205,"77""",Orthodox,3/31/1980,3.93,51%,3.35,49%,1.33,62%,50%,62%,0.8
1400,1401,5b2d7906aa894274,Mike Massenzio,13,9,0,0,"6'2""",185,"73""",Southpaw,11/01/1982,2.08,45%,3.59,54%,2.74,24%,50%,24%,1.4
1402,1403,f2b6fdb20675b11c,Mike Perry,14,7,0,0,"5'10""",170,"71""",Orthodox,9/15/1991,4.35,47%,4.82,54%,0.69,38%,77%,38%,0.2
1403,1404,236a37d96d476164,Mike Pierce,17,7,0,0,"5'8""",170,"71""",Orthodox,9/01/1980,2.62,42%,2.36,62%,3.08,42%,71%,42%,0.2
1404,1405,f5990c11974d8e9c,Mike Pyle,27,14,1,0,"6'0""",170,"74""",Orthodox,9/18/1975,2.74,45%,2.84,60%,1.8,35%,70%,35%,1.5
1405,1406,b7ad576b8ae115e6,Mike Rhodes,10,5,0,0,"6'1""",170,"74""",Orthodox,12/04/1989,3.2,39%,4.13,64%,0.96,33%,75%,33%,0.5
1406,1407,3c921b1a30fdcbdd,Mike Ricci,11,5,0,0,"6'0""",155,"76""",Southpaw,3/18/1986,1.8,32%,1.64,65%,0.67,100%,54%,100%,0.0
1407,1408,af90b10c785ced3e,Mike Rio,10,5,0,0,"5'10""",155,"70""",Orthodox,7/06/1981,1.68,39%,2.99,53%,2.58,27%,0%,27%,1.0
1408,1409,18b602842a24f7c5,Mike Rodriguez,11,6,0,1,"6'4""",205,"82""",Southpaw,11/28/1988,4.61,59%,3.39,40%,0.0,0%,41%,0%,0.0
1409,1410,353de740bb6c7e75,Mike Russow,15,3,0,1,"6'1""",255,"73""",Orthodox,9/11/1976,1.55,47%,2.9,59%,4.66,43%,0%,43%,0.7
1410,1411,bc656db347f31e19,Mike Santiago,19,12,0,0,"5'10""",145,"69""",Orthodox,7/28/1989,3.44,49%,3.58,36%,2.66,50%,53%,50%,1.1
1411,1412,9fe85152f351e737,Mike Swick,15,6,0,0,"6'1""",170,"77""",Orthodox,6/19/1979,2.36,37%,2.29,54%,1.06,50%,61%,50%,0.6
1414,1415,cfaf010d5b389c09,Mike Wilkinson,9,4,0,0,"5'7""",145,"66""",Orthodox,9/15/1987,2.35,38%,3.7,35%,0.92,14%,55%,14%,0.9
1415,1416,1971869b7e054261,Mike de la Torre,14,7,0,1,"5'11""",145,"71""",Orthodox,9/22/1986,3.21,39%,4.75,51%,0.36,16%,83%,16%,0.0
1419,1420,46e0d677f91bacc0,Miles Johns,11,1,0,0,"5'7""",135,"66""",Orthodox,3/30/1994,3.33,48%,2.42,68%,1.21,30%,87%,30%,0.0
1422,1423,7559395ad833c074,Miranda Granger,7,2,0,0,"5'7""",125,"68""",Orthodox,4/13/1992,2.91,48%,2.64,59%,0.0,0%,40%,0%,0.0
1423,1424,f29a6350c69f4a33,Miranda Maverick,10,2,0,0,"5'3""",125,"65""",Southpaw,7/01/1997,9.8,51%,6.0,62%,0.0,0%,0%,0%,0.0
1424,1425,c32fb8c0f6471a4d,Mirko Filipovic,35,11,2,1,"6'2""",230,"73""",Southpaw,9/10/1974,2.11,50%,1.89,63%,0.19,40%,78%,40%,0.3
1425,1426,cbd3e590a85b18c5,Mirsad Bektic,13,4,0,0,"5'8""",145,"70""",Orthodox,2/16/1991,2.43,41%,1.8,57%,3.98,52%,92%,52%,0.4
1426,1427,67f272324a030d00,Misha Cirkunov,15,6,0,0,"6'3""",205,"77""",Orthodox,2/27/1987,4.18,51%,3.22,60%,4.28,57%,71%,57%,2.3
1427,1428,c76ec2bc3a57666a,Mitch Clarke,11,5,0,0,"5'10""",155,"73""",Orthodox,11/24/1985,2.35,34%,3.27,47%,0.64,15%,50%,15%,0.4
1428,1429,b8592b4a383696cd,Mitch Gagnon,12,5,0,0,"5'5""",135,"65""",Southpaw,10/10/1984,2.76,46%,2.21,61%,1.16,25%,65%,25%,1.9
1429,1430,35faad160d346839,Mizuto Hirota,18,10,2,0,"5'7""",155,"67""",Orthodox,5/05/1981,3.36,40%,3.5,54%,1.36,50%,58%,50%,0.1
1430,1431,476fe566d2df676e,Modestas Bukauskas,11,3,0,0,"6'3""",205,"78""",Switch,2/10/1994,3.56,37%,5.7,42%,0.0,0%,100%,0%,0.0
1431,1432,51018a31ddf31eb2,Molly McCann,10,4,0,0,"5'4""",125,"62""",Orthodox,5/04/1990,5.15,50%,4.28,65%,1.64,29%,28%,29%,0.7
1432,1433,80d8aed0ca9b00f3,Montana De La Rosa,11,6,1,0,"5'7""",125,"68""",Orthodox,2/14/1995,2.85,36%,3.39,45%,2.14,28%,57%,28%,1.2
1433,1434,cc1a8b4b38b92c6d,Montel Jackson,9,2,0,0,"5'10""",135,"75""",Southpaw,4/24/1992,3.67,55%,1.35,57%,4.26,77%,66%,77%,0.2
1434,1435,1cf1310684a841f5,Mostapha Al-Turk,6,6,0,0,"6'2""",245,"77""",Orthodox,7/14/1973,1.36,19%,3.61,53%,0.0,0%,0%,0%,0.0
1437,1438,49ee5024966efc0d,Mounir Lazzez,10,2,0,0,"6'1""",170,"76""",Orthodox,11/16/1987,5.69,55%,4.78,45%,3.41,100%,60%,100%,0.0
1438,1439,76e2870ffafbe38f,Movsar Evloev,14,0,0,0,"5'7""",145,"72""",Orthodox,2/11/1994,4.7,44%,2.83,64%,2.75,37%,70%,37%,0.0
1440,1441,447f9858ae78f921,Muslim Salikhov,17,2,0,0,"5'11""",170,"70""",Orthodox,6/09/1984,2.85,46%,2.29,67%,0.87,30%,80%,30%,0.0
1441,1442,08e908ed6d18d6a0,Myles Jury,17,4,0,0,"5'10""",145,"73""",Orthodox,10/31/1988,2.94,42%,2.16,66%,2.16,55%,50%,55%,0.3
1442,1443,776a58a67665a171,Nad Narimani,12,4,0,0,"5'8""",145,"70""",Orthodox,4/14/1987,3.33,42%,3.0,58%,1.92,41%,70%,41%,0.0
1443,1444,6e7506127408aa9e,Nadia Kassem,5,2,0,0,"5'5""",125,"66""",Southpaw,11/15/1995,3.13,41%,4.48,48%,0.46,33%,40%,33%,2.8
1445,1446,80dbeb1dd5b53e64,Nam Phan,21,17,0,0,"5'6""",135,"70""",Orthodox,3/13/1983,4.52,37%,6.55,59%,0.18,18%,60%,18%,0.2
1446,1447,199eb7cf6ae90294,Naoki Inoue,11,1,0,0,"5'9""",125,"71""",Orthodox,6/14/1997,3.67,35%,3.37,60%,0.0,0%,60%,0%,2.5
